2003,20
2004,25
2005,29
2006,34
2007,51
2008,64
2009,56
2010,53
2011,97
2012,149
2013,133
2014,101
2015,54
2016,49
2017,51
2018,52
2019,51.5
2020,58
2021,61
2022,57
